episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E07,525,1,"00:36:19,390","00:36:23,084",LOUIS DE POINTE DU LAC,"""She was at the ball tonight"".",uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,526,1,"00:36:23,089","00:36:25,130",DANIEL MOLLOY,Not just the ball.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,527,1,"00:36:25,135","00:36:26,870",DANIEL MOLLOY,Laudanum and arsenic.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,528,1,"00:36:30,662","00:36:33,268",LOUIS DE POINTE DU LAC,You're gonna try to kill him at this party?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,529,1,"00:36:33,273","00:36:35,488",DANIEL MOLLOY,"There's no ""trying"".",uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,530,1,"00:36:35,493","00:36:39,698",LOUIS DE POINTE DU LAC,"I have a plan, and it's gonna take both of us.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.08; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,531,1,"00:36:40,063","00:36:41,842",LESTAT DE LIONCOURT,The train's leavin' in an hour.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,532,1,"00:36:41,847","00:36:43,583",LOUIS DE POINTE DU LAC,Get off that bench.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.42; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,533,1,"00:36:47,635","00:36:50,590",LESTAT DE LIONCOURT,"You shoulda let that train go, Uncle Les.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,534,1,"00:36:59,560","00:37:02,906",LOUIS DE POINTE DU LAC,How? Who?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,535,1,"00:37:09,788","00:37:11,698",LESTAT DE LIONCOURT,He who called you...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.70; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,536,1,"00:37:11,703","00:37:13,003",LOUIS DE POINTE DU LAC,"""him"".",uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,536,2,"00:37:11,703","00:37:13,003",LESTAT DE LIONCOURT,Him?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,537,1,"00:37:14,706","00:37:17,443",TOM ANDERSON,"Always the petty slights with you, Uncle Les.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,538,1,"00:37:28,981","00:37:30,630",LESTAT DE LIONCOURT,Have your goodbye.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,539,1,"00:37:45,128","00:37:47,777",LESTAT DE LIONCOURT,Louis.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.63; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,540,1,"00:37:47,782","00:37:49,518",LESTAT DE LIONCOURT,Louis!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.68; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,541,1,"00:37:55,094","00:37:58,048",LOUIS DE POINTE DU LAC,Louis.,high,direct-address response context,,English,,
S01E07,542,1,"00:37:58,053","00:37:59,920",LESTAT DE LIONCOURT,Louis.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.63; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,543,1,"00:38:04,135","00:38:08,146",LESTAT DE LIONCOURT,"We are joined by a cord, by a cord that you cannot see,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,TOM ANDERSON | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S01E07,544,1,"00:38:08,151","00:38:09,582",LESTAT DE LIONCOURT,but it is real.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,TOM ANDERSON | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S01E07,545,1,"00:38:09,587","00:38:11,236",LOUIS DE POINTE DU LAC,It is real.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.64; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,546,1,"00:38:29,955","00:38:31,647",LESTAT DE LIONCOURT,I have loved you...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,547,1,"00:38:34,786","00:38:36,391",LOUIS DE POINTE DU LAC,... with all myself.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,548,1,"00:38:51,281","00:38:54,409",DANIEL MOLLOY,I'm happy it was you...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,549,1,"00:38:54,414","00:38:56,237",DANIEL MOLLOY,here with me...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,550,1,"00:39:14,434","00:39:16,170",LOUIS DE POINTE DU LAC,The blood poured out of him,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,551,1,"00:39:16,175","00:39:19,042",LOUIS DE POINTE DU LAC,as it might never pour from a human being...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,552,1,"00:39:25,619","00:39:28,313",LOUIS DE POINTE DU LAC,... all the blood he had filled himself with.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.87; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,553,1,"00:39:28,318","00:39:30,750",LOUIS DE POINTE DU LAC,"He lay now on his back,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,554,1,"00:39:30,755","00:39:33,840",LOUIS DE POINTE DU LAC,"his eyes staring wildly at the ceiling,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,555,1,"00:39:33,845","00:39:37,322",LOUIS DE POINTE DU LAC,the irises dancing from side to side.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,556,1,"00:39:57,004","00:40:03,609",LESTAT DE LIONCOURT,"""Mets-moi dans mon cercueil, Louis, Louis"".",uncertain,best contextual candidate from text-only sources,recognition_margin=2.59; no episode audio used,Mixed English/French,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,557,1,"00:40:03,614","00:40:07,613",LESTAT DE LIONCOURT,"""Put me in my coffin, Louis, Louis"".",uncertain,best contextual candidate from text-only sources,recognition_margin=1.65; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,558,1,"00:40:07,618","00:40:11,573",LOUIS DE POINTE DU LAC,His irises rolled to the top of his head.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,559,1,"00:40:11,578","00:40:15,098",LOUIS DE POINTE DU LAC,The whites of his eyes went dim.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,560,1,"00:40:17,628","00:40:21,366",LOUIS DE POINTE DU LAC,This horror that had been Lestat...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,561,1,"00:40:23,721","00:40:27,926",DANIEL MOLLOY,... I stared helplessly at it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,562,1,"00:40:27,931","00:40:29,765",DANIEL MOLLOY,The thing lay still.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.50; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,563,1,"00:40:32,512","00:40:34,379",LOUIS DE POINTE DU LAC,There was no point in lingering.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,564,1,"00:40:36,560","00:40:39,384",DANIEL MOLLOY,The house on Rue Royale would soon become the focus,uncertain,best contextual candidate from text-only sources,recognition_margin=0.67; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,565,1,"00:40:39,389","00:40:41,211",DANIEL MOLLOY,of all too many questions.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.67; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,566,1,"00:41:15,207","00:41:17,552",LOUIS DE POINTE DU LAC,"For the very last time in New Orleans,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,567,1,"00:41:17,557","00:41:19,293",LOUIS DE POINTE DU LAC,we followed our training,uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,568,1,"00:41:19,298","00:41:23,503",LOUIS DE POINTE DU LAC,and cleaned up the evidence of our most elaborate kill.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,569,1,"00:41:23,868","00:41:25,865",LESTAT DE LIONCOURT,"Well, almost.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,570,1,"00:41:29,439","00:41:31,136",DANIEL MOLLOY,We need to burn him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,571,1,"00:41:33,704","00:41:35,793",DANIEL MOLLOY,"I've killed so many, j-just...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,572,1,"00:41:38,926","00:41:40,537",LOUIS DE POINTE DU LAC,no one I...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.96; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,573,1,"00:41:46,020","00:41:48,801",LOUIS DE POINTE DU LAC,I don't know if I can.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,574,1,"00:41:48,806","00:41:51,847",DANIEL MOLLOY,Just load him in...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,575,1,"00:41:51,852","00:41:53,724",DANIEL MOLLOY,like he's one of them.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,576,1,"00:41:55,856","00:41:59,289",DANIEL MOLLOY,It was as if we'd expected Lestat to disappear,uncertain,best contextual candidate from text-only sources,recognition_margin=0.94; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,577,1,"00:41:59,294","00:42:03,499",DANIEL MOLLOY,"in a puff of smoke, or get sucked back into hell.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.94; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,578,1,"00:42:04,299","00:42:07,646",LOUIS DE POINTE DU LAC,"So, what did you do with it?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,579,1,"00:42:07,651","00:42:10,083",DANIEL MOLLOY,We wrapped him in a carpet.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | CLAUDIA
S01E07,580,1,"00:42:10,088","00:42:12,259",DANIEL MOLLOY,"We threw him in a trunk,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,581,1,"00:42:12,264","00:42:15,828",DANIEL MOLLOY,and left him out with the garbage.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,582,1,"00:42:15,833","00:42:18,744",LOUIS DE POINTE DU LAC,"We got in our car and drove away,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,583,1,"00:42:18,749","00:42:21,181",LOUIS DE POINTE DU LAC,headed straight for the port.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,584,1,"00:42:21,186","00:42:22,965",TOM ANDERSON,The boat for Havana?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | LESTAT DE LIONCOURT
S01E07,585,1,"00:42:22,970","00:42:24,532",LOUIS DE POINTE DU LAC,Another boat.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,586,1,"00:42:24,537","00:42:25,986",LESTAT DE LIONCOURT,"A merchant vessel,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,587,1,"00:42:25,991","00:42:29,163",LESTAT DE LIONCOURT,newly christened and headed for Europe.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S01E07,588,1,"00:42:29,168","00:42:31,383",LOUIS DE POINTE DU LAC,"The boat you bought Anderson,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | DANIEL MOLLOY
S01E07,589,1,"00:42:31,388","00:42:34,951",LOUIS DE POINTE DU LAC,a shipload of coffins for cargo.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | DANIEL MOLLOY
S01E07,590,1,"00:42:34,956","00:42:38,477",DANIEL MOLLOY,"Plenty of cover for a couple of stowaways,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,591,1,"00:42:38,482","00:42:42,687",DANIEL MOLLOY,ready to begin the adventure of our lives.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.46; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,592,1,"00:42:43,600","00:42:45,248",DANIEL MOLLOY,Well...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,593,1,"00:42:45,253","00:42:48,469",DANIEL MOLLOY,isn't that neat and tidy?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,594,1,"00:42:48,474","00:42:50,819",LOUIS DE POINTE DU LAC,There was a ship. We did get on it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,595,1,"00:42:50,824","00:42:53,692",DANIEL MOLLOY,"Yeah, I read that, the first 50 pages.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.45; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,596,1,"00:42:53,697","00:42:55,563",DANIEL MOLLOY,"Not exactly the, uh,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.00; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,597,1,"00:42:55,568","00:42:58,305",DANIEL MOLLOY,adventure-of-our-lives feeling I'm feeling.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.00; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,598,1,"00:42:58,310","00:43:00,525",LOUIS DE POINTE DU LAC,It was a traumatic escape.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,599,1,"00:43:00,530","00:43:03,745",LOUIS DE POINTE DU LAC,"Yeah, but she didn't say that explicitly.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,600,1,"00:43:03,750","00:43:07,880",DANIEL MOLLOY,"I mean, maybe in some of the pages that got torn out.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.47; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,601,1,"00:43:07,885","00:43:09,272",DANIEL MOLLOY,"Well, not torn out, exactly.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.63; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,602,1,"00:43:09,277","00:43:11,797",LOUIS DE POINTE DU LAC,More like with a ruler.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,603,1,"00:43:11,802","00:43:14,887",LOUIS DE POINTE DU LAC,"But, um... there's a feeling",uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,604,1,"00:43:14,892","00:43:17,977",LOUIS DE POINTE DU LAC,that she hated your guts there for a while.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,605,1,"00:43:17,982","00:43:19,544",LOUIS DE POINTE DU LAC,Why is that?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,606,1,"00:43:19,549","00:43:23,112",LESTAT DE LIONCOURT,"I was haunted by my brother's death,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,607,1,"00:43:23,117","00:43:26,115",LESTAT DE LIONCOURT,"by the abandonment of my sister,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,608,1,"00:43:26,120","00:43:28,422",LESTAT DE LIONCOURT,"by the murder of Lestat, I...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,609,1,"00:43:28,427","00:43:30,772",LOUIS DE POINTE DU LAC,Murder? What murder?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,610,1,"00:43:30,777","00:43:33,645",DANIEL MOLLOY,It was an act of mercy.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | CLAUDIA
S01E07,611,1,"00:43:33,650","00:43:35,603",LOUIS DE POINTE DU LAC,You didn't kill Lestat.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.78; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,612,1,"00:43:35,608","00:43:38,084",LOUIS DE POINTE DU LAC,"You spared him, out of some fucked-up idea",uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,613,1,"00:43:38,089","00:43:39,781",LOUIS DE POINTE DU LAC,you had about love.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,614,1,"00:43:39,786","00:43:41,391",LESTAT DE LIONCOURT,Love?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,615,1,"00:43:41,396","00:43:44,264",LOUIS DE POINTE DU LAC,I bled him like a pig and waited for the death rattle.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.72; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,616,1,"00:43:44,269","00:43:47,180",TOM ANDERSON,You were shot point-blank by an alderman.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S01E07,617,1,"00:43:47,185","00:43:49,748",DANIEL MOLLOY,You were dropped a thousand feet and survived.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,618,1,"00:43:49,753","00:43:53,958",LOUIS DE POINTE DU LAC,You torched Antoinette just to make sure.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,619,1,"00:43:53,963","00:43:56,270",LESTAT DE LIONCOURT,"Where does the trash go, Louis?",uncertain,best contextual candidate from text-only sources,recognition_margin=1.68; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,620,1,"00:44:03,027","00:44:05,024",LOUIS DE POINTE DU LAC,You take the trash down to the street,uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,621,1,"00:44:05,029","00:44:06,939",LOUIS DE POINTE DU LAC,and some guys show up in a truck,uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,622,1,"00:44:06,944","00:44:08,331",LOUIS DE POINTE DU LAC,"and they throw it in the back,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,623,1,"00:44:08,336","00:44:09,855",LOUIS DE POINTE DU LAC,"and then, they drive it",uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,624,1,"00:44:09,860","00:44:13,336",LOUIS DE POINTE DU LAC,"out to the middle of nowhere, right?",uncertain,best contextual candidate from text-only sources,recognition_margin=1.11; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,625,1,"00:44:13,341","00:44:16,078",LESTAT DE LIONCOURT,No.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,626,1,"00:44:16,083","00:44:19,734",LOUIS DE POINTE DU LAC,They take the trash to the dump.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,627,1,"00:44:19,739","00:44:22,432",LOUIS DE POINTE DU LAC,And having lived two blocks away from the dump,uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,628,1,"00:44:22,437","00:44:26,611",LOUIS DE POINTE DU LAC,"just outside of Fishkill, New York, with my first wife,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,629,1,"00:44:26,616","00:44:30,821",LOUIS DE POINTE DU LAC,"I can state, with authority, what else you'll find there.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
